"lon","lat","depth","anom_01","anom_02","anom_03","anom_04","anom_05","anom_06","anom_07","anom_08","anom_09","anom_10","anom_11","anom_12"
-145,50,0,-0.362249684333804,-0.35940010547638,-0.469100165367123,-0.596300005912786,-0.493399739265438,0.125150537490848,-0.342049932479892,-0.435600328445449,-1.81455030441285,-1.03800001144405,-1.10465006828307,-0.523200058937074
-145,50,1,-0.362249684333804,-0.35940010547638,-0.469100165367123,-0.596300005912786,-0.493399739265438,0.125150537490848,-0.342049932479892,-0.435600328445449,-1.81455030441285,-1.03800001144405,-1.10465006828307,-0.523200058937074
-145,50,2,-0.362249684333804,-0.35940010547638,-0.469100165367123,-0.596300005912786,-0.493399739265438,0.125150537490848,-0.342049932479892,-0.435600328445449,-1.81455030441285,-1.03800001144405,-1.10465006828307,-0.523200058937074
-145,50,3,-0.362283042271935,-0.359243435859681,-0.469620149930315,-0.596146683692937,-0.491849759419756,0.126887194315595,-0.343696594238315,-0.433250309626277,-1.81175027847291,-1.0379633458455,-1.10464337348937,-0.52335670789083
-145,50,4,-0.362349758148196,-0.358930096626283,-0.470660119056699,-0.595840039253238,-0.488749799728391,0.13036050796509,-0.346989917755162,-0.428550271987934,-1.80615022659302,-1.0378900146484,-1.10462998390197,-0.523670005798341
-145,50,5,-0.362416474024458,-0.358616757392884,-0.471700088183082,-0.59553339481354,-0.485649840037027,0.133833821614585,-0.350283241272009,-0.423850234349591,-1.80055017471313,-1.0378166834513,-1.10461659431457,-0.523983303705852
-145,50,6,-0.36248318990072,-0.358303418159486,-0.472740057309466,-0.595226750373842,-0.482549880345662,0.13730713526408,-0.353576564788855,-0.419150196711248,-1.79495012283324,-1.0377433522542,-1.10460320472717,-0.524296601613363
-145,50,7,-0.362549905776981,-0.357990078926088,-0.47378002643585,-0.594920105934143,-0.479449920654298,0.140780448913575,-0.356869888305702,-0.414450159072905,-1.78935007095335,-1.03767002105709,-1.10458981513976,-0.524609899520874
-145,50,8,-0.362616621653243,-0.35767673969269,-0.474819995562234,-0.594613461494445,-0.476349960962933,0.14425376256307,-0.360163211822549,-0.409750121434561,-1.78375001907347,-1.03759668985999,-1.10457642555236,-0.524923197428385
-145,50,9,-0.362683337529504,-0.357363400459291,-0.475859964688617,-0.594306817054746,-0.473250001271569,0.147727076212565,-0.363456535339395,-0.405050083796218,-1.77814996719358,-1.03752335866289,-1.10456303596496,-0.525236495335896
-145,50,10,-0.362750053405766,-0.357050061225893,-0.476899933815001,-0.594000172615048,-0.470150041580204,0.15120038986206,-0.366749858856242,-0.400350046157875,-1.77254991531369,-1.03745002746579,-1.10454964637756,-0.525549793243407
-145,50,11,-0.362570037841801,-0.356705074310305,-0.476369967460631,-0.593085167407986,-0.467280023097995,0.149265325069427,-0.376234903335607,-0.440255055427583,-1.74379992008206,-1.03628002643583,-1.10422464370727,-0.525624816417693
-145,50,12,-0.362390022277835,-0.356360087394716,-0.475840001106261,-0.592170162200925,-0.464410004615786,0.147330260276794,-0.385719947814973,-0.480160064697291,-1.71504992485043,-1.03511002540586,-1.10389964103698,-0.525699839591979
-145,50,13,-0.36221000671387,-0.356015100479127,-0.475310034751892,-0.591255156993864,-0.461539986133577,0.145395195484161,-0.395204992294339,-0.520065073966999,-1.6862999296188,-1.03394002437589,-1.1035746383667,-0.525774862766265
-145,50,14,-0.362029991149904,-0.355670113563539,-0.474780068397522,-0.590340151786802,-0.458669967651368,0.143460130691528,-0.404690036773704,-0.559970083236707,-1.65754993438717,-1.03277002334593,-1.10324963569641,-0.525849885940551
-145,50,15,-0.361849975585939,-0.35532512664795,-0.474250102043152,-0.58942514657974,-0.455799949169159,0.141525065898895,-0.41417508125307,-0.599875092506415,-1.62879993915554,-1.03160002231597,-1.10292463302612,-0.525924909114837
-145,50,16,-0.361669960021974,-0.354980139732362,-0.473720135688782,-0.588510141372679,-0.452929930686949,0.139590001106262,-0.423660125732435,-0.639780101776123,-1.60004994392391,-1.030430021286,-1.10259963035583,-0.525999932289124
-145,50,17,-0.361489944458008,-0.354635152816773,-0.473190169334412,-0.587595136165618,-0.45005991220474,0.137654936313629,-0.4331451702118,-0.679685111045831,-1.57129994869228,-1.02926002025603,-1.10227462768554,-0.52607495546341
-145,50,18,-0.361309928894043,-0.354290165901185,-0.472660202980043,-0.586680130958556,-0.447189893722531,0.135719871520996,-0.442630214691166,-0.719590120315539,-1.54254995346065,-1.02809001922607,-1.10194962501526,-0.526149978637696
-145,50,19,-0.361129913330077,-0.353945178985596,-0.472130236625673,-0.585765125751494,-0.444319875240322,0.133784806728363,-0.452115259170532,-0.759495129585247,-1.51379995822902,-1.02692001819611,-1.10162462234497,-0.526225001811982
-145,50,20,-0.360949897766112,-0.353600192070008,-0.471600270271303,-0.584850120544433,-0.441449856758113,0.13184974193573,-0.461600303649897,-0.799400138854955,-1.48504996299739,-1.02575001716614,-1.10129961967468,-0.526300024986268
-145,50,21,-0.36084494113922,-0.354080202579499,-0.471085233688356,-0.583005101680755,-0.439569859504695,0.109684793949127,-0.459600231647486,-0.772595086097696,-1.3936850070953,-1.01903501033783,-1.09875464916229,-0.525285031795503
-145,50,22,-0.360739984512328,-0.35456021308899,-0.470570197105408,-0.581160082817076,-0.437689862251277,0.0875198459625245,-0.457600159645076,-0.745790033340436,-1.3023200511932,-1.01232000350952,-1.0962096786499,-0.524270038604738
-145,50,23,-0.360635027885436,-0.355040223598482,-0.470055160522461,-0.579315063953398,-0.43580986499786,0.0653548979759218,-0.455600087642665,-0.718984980583177,-1.21095509529111,-1.00560499668121,-1.09366470813751,-0.523255045413973
-145,50,24,-0.360530071258544,-0.355520234107973,-0.469540123939514,-0.577470045089719,-0.433929867744442,0.043189949989319,-0.453600015640254,-0.692179927825918,-1.11959013938902,-0.998889989852896,-1.09111973762512,-0.522240052223208
-145,50,25,-0.360425114631651,-0.356000244617464,-0.469025087356567,-0.575625026226041,-0.432049870491024,0.0210250020027163,-0.451599943637844,-0.665374875068659,-1.02822518348692,-0.992174983024585,-1.08857476711273,-0.521225059032443
-145,50,26,-0.360320158004759,-0.356480255126955,-0.468510050773619,-0.573780007362363,-0.430169873237606,-0.00113994598388648,-0.449599871635433,-0.638569822311399,-0.936860227584829,-0.985459976196274,-1.08602979660034,-0.520210065841678
-145,50,27,-0.360215201377867,-0.356960265636446,-0.467995014190672,-0.571934988498684,-0.428289875984188,-0.0233048939704892,-0.447599799633022,-0.61176476955414,-0.845495271682736,-0.978744969367963,-1.08348482608795,-0.519195072650913
-145,50,28,-0.360110244750975,-0.357440276145938,-0.467479977607725,-0.570089969635006,-0.426409878730771,-0.045469841957092,-0.445599727630611,-0.584959716796881,-0.754130315780642,-0.972029962539652,-1.08093985557556,-0.518180079460148
-145,50,29,-0.360005288124083,-0.357920286655429,-0.466964941024777,-0.568244950771327,-0.424529881477353,-0.0676347899436948,-0.443599655628201,-0.558154664039621,-0.662765359878548,-0.965314955711341,-1.07839488506317,-0.517165086269383
-145,50,30,-0.359900331497191,-0.35840029716492,-0.46644990444183,-0.566399931907649,-0.422649884223935,-0.0897997379302975,-0.44159958362579,-0.531349611282362,-0.571400403976455,-0.95859994888303,-1.07584991455078,-0.516150093078618
-145,50,31,-0.359465322494506,-0.357695238590244,-0.465119938850399,-0.563514924049373,-0.423729877471921,-0.128689758777618,-0.39142961978912,-0.407844605445877,-0.422145390510571,-0.914879927635171,-1.07220497131348,-0.516300077438359
-145,50,32,-0.359030313491821,-0.356990180015567,-0.463789973258969,-0.560629916191098,-0.424809870719908,-0.167579779624938,-0.34125965595245,-0.284339599609392,-0.272890377044687,-0.871159906387312,-1.06856002807617,-0.5164500617981
-145,50,33,-0.358595304489136,-0.356285121440891,-0.462460007667538,-0.557744908332822,-0.425889863967894,-0.206469800472259,-0.29108969211578,-0.160834593772907,-0.123635363578803,-0.827439885139452,-1.06491508483887,-0.516600046157842
-145,50,34,-0.358160295486451,-0.355580062866215,-0.461130042076108,-0.554859900474546,-0.42696985721588,-0.245359821319579,-0.24091972827911,-0.037329587936422,0.0256196498870807,-0.783719863891593,-1.06127014160156,-0.516750030517583
-145,50,35,-0.357725286483765,-0.354875004291539,-0.459800076484677,-0.551974892616271,-0.428049850463867,-0.284249842166899,-0.19074976444244,0.086175417900063,0.174874663352965,-0.739999842643734,-1.05762519836426,-0.516900014877324
-145,50,36,-0.35729027748108,-0.354169945716862,-0.458470110893246,-0.549089884757995,-0.429129843711853,-0.32313986301422,-0.14057980060577,0.209680423736548,0.324129676818848,-0.696279821395875,-1.05398025512696,-0.517049999237065
-145,50,37,-0.356855268478395,-0.353464887142186,-0.457140145301816,-0.546204876899719,-0.430209836959839,-0.36202988386154,-0.0904098367690995,0.333185429573033,0.473384690284732,-0.652559800148016,-1.05033531188965,-0.517199983596806
-145,50,38,-0.35642025947571,-0.35275982856751,-0.455810179710385,-0.543319869041443,-0.431289830207825,-0.40091990470886,-0.0402398729324294,0.456690435409518,0.622639703750616,-0.608839778900156,-1.04669036865235,-0.517349967956548
-145,50,39,-0.355985250473025,-0.352054769992833,-0.454480214118955,-0.540434861183168,-0.432369823455812,-0.439809925556181,0.00993009090424068,0.580195441246003,0.7718947172165,-0.565119757652297,-1.04304542541504,-0.517499952316289
-145,50,40,-0.35555024147034,-0.351349711418157,-0.453150248527524,-0.537549853324892,-0.433449816703798,-0.478699946403501,0.0601000547409107,0.703700447082488,0.921149730682384,-0.521399736404438,-1.03940048217774,-0.51764993667603
-145,50,41,-0.356905219554904,-0.351654717922215,-0.453300232887266,-0.537129888534547,-0.435004851818086,-0.474939951896665,0.0478950238227893,0.665625391006442,0.877709732055674,-0.502639765739458,-1.041410446167,-0.520934956073765
-145,50,42,-0.358260197639468,-0.351959724426274,-0.453450217247008,-0.536709923744203,-0.436559886932375,-0.471179957389829,0.035689992904668,0.627550334930395,0.834269733428964,-0.483879795074478,-1.04342041015625,-0.524219975471501
-145,50,43,-0.359615175724032,-0.352264730930332,-0.45360020160675,-0.536289958953858,-0.438114922046663,-0.467419962882993,0.0234849619865466,0.589475278854349,0.790829734802254,-0.465119824409499,-1.04543037414551,-0.527504994869236
-145,50,44,-0.360970153808596,-0.352569737434391,-0.453750185966492,-0.535869994163514,-0.439669957160952,-0.463659968376157,0.0112799310684252,0.551400222778302,0.747389736175544,-0.446359853744519,-1.04744033813477,-0.530790014266972
-145,50,45,-0.36232513189316,-0.352874743938449,-0.453900170326234,-0.535450029373169,-0.44122499227524,-0.45989997386932,-0.000925099849696152,0.513325166702256,0.703949737548834,-0.427599883079539,-1.04945030212403,-0.534075033664707
-145,50,46,-0.363680109977723,-0.353179750442507,-0.454050154685976,-0.535030064582824,-0.442780027389528,-0.456139979362484,-0.0131301307678175,0.47525011062621,0.660509738922125,-0.408839912414559,-1.05146026611328,-0.537360053062442
-145,50,47,-0.365035088062287,-0.353484756946566,-0.454200139045718,-0.53461009979248,-0.444335062503817,-0.452379984855648,-0.0253351616859389,0.437175054550163,0.617069740295415,-0.390079941749579,-1.05347023010254,-0.540645072460178
-145,50,48,-0.366390066146851,-0.353789763450624,-0.45435012340546,-0.534190135002135,-0.445890097618105,-0.448619990348812,-0.0375401926040603,0.399099998474117,0.573629741668705,-0.3713199710846,-1.0554801940918,-0.543930091857913
-145,50,49,-0.367745044231415,-0.354094769954683,-0.454500107765202,-0.533770170211791,-0.447445132732394,-0.444859995841976,-0.0497452235221816,0.36102494239807,0.530189743041995,-0.35256000041962,-1.05749015808105,-0.547215111255649
-145,50,50,-0.369100022315979,-0.354399776458741,-0.454650092124944,-0.533350205421446,-0.449000167846682,-0.44110000133514,-0.061950254440303,0.322949886322024,0.486749744415285,-0.33380002975464,-1.05950012207031,-0.550500130653384
-145,50,51,-0.368210017681122,-0.354619808197022,-0.453230059146886,-0.5312251663208,-0.447045135498049,-0.427970008850094,-0.0811602473258934,0.295919876098635,0.477234756946565,-0.390285041332247,-1.04187507629394,-0.557140102386477
-145,50,52,-0.367320013046265,-0.354839839935303,-0.451810026168827,-0.529100127220153,-0.445090103149416,-0.414840016365048,-0.100370240211484,0.268889865875245,0.467719769477845,-0.446770052909853,-1.02425003051758,-0.563780074119571
-145,50,53,-0.366430008411409,-0.355059871673584,-0.450389993190769,-0.526975088119507,-0.443135070800782,-0.401710023880002,-0.119580233097074,0.241859855651856,0.458204782009125,-0.503255064487459,-1.00662498474121,-0.570420045852664
-145,50,54,-0.365540003776552,-0.355279903411865,-0.448969960212711,-0.52485004901886,-0.441180038452149,-0.388580031394956,-0.138790225982665,0.214829845428466,0.448689794540405,-0.559740076065066,-0.98899993896484,-0.577060017585757
-145,50,55,-0.364649999141695,-0.355499935150146,-0.447549927234652,-0.522725009918214,-0.439225006103516,-0.375450038909909,-0.158000218868255,0.187799835205077,0.439174807071686,-0.616225087642672,-0.971374893188473,-0.58369998931885
-145,50,56,-0.363759994506838,-0.355719966888428,-0.446129894256594,-0.520599970817568,-0.437269973754883,-0.362320046424863,-0.177210211753845,0.160769824981688,0.429659819602966,-0.672710099220279,-0.953749847412106,-0.590339961051944
-145,50,57,-0.362869989871981,-0.355939998626709,-0.444709861278536,-0.518474931716921,-0.43531494140625,-0.349190053939817,-0.196420204639436,0.133739814758298,0.420144832134246,-0.729195110797886,-0.936124801635738,-0.596979932785037
-145,50,58,-0.361979985237125,-0.35616003036499,-0.443289828300478,-0.516349892616275,-0.433359909057616,-0.336060061454771,-0.215630197525026,0.106709804534909,0.410629844665526,-0.785680122375492,-0.918499755859371,-0.60361990451813
-145,50,59,-0.361089980602268,-0.356380062103271,-0.441869795322419,-0.514224853515628,-0.431404876708983,-0.322930068969725,-0.234840190410617,0.0796797943115195,0.401114857196806,-0.842165133953099,-0.900874710083003,-0.610259876251224
-145,50,60,-0.360199975967411,-0.356600093841552,-0.440449762344361,-0.512099814414982,-0.42944984436035,-0.309800076484679,-0.254050183296207,0.0526497840881301,0.391599869728086,-0.898650145530705,-0.883249664306636,-0.616899847984317
-145,50,61,-0.352649984359745,-0.354230096340179,-0.438779799938202,-0.510804808139805,-0.441329860687254,-0.298835058212279,-0.248630173206333,0.0561998248100239,0.358104884624479,-0.854155125617985,-0.836039671897884,-0.612394857406619
-145,50,62,-0.345099992752078,-0.351860098838806,-0.437109837532043,-0.509509801864628,-0.453209877014159,-0.287870039939879,-0.243210163116458,0.0597498655319176,0.324609899520872,-0.809660105705264,-0.788829679489132,-0.607889866828921
-145,50,63,-0.337550001144412,-0.349490101337433,-0.435439875125885,-0.50821479558945,-0.465089893341063,-0.276905021667479,-0.237790153026584,0.0632999062538114,0.291114914417265,-0.765165085792544,-0.74161968708038,-0.603384876251223
-145,50,64,-0.330000009536745,-0.34712010383606,-0.433769912719726,-0.506919789314273,-0.476969909667967,-0.265940003395079,-0.232370142936709,0.0668499469757051,0.257619929313658,-0.720670065879823,-0.694409694671628,-0.598879885673525
-145,50,65,-0.322450017929079,-0.344750106334687,-0.432099950313567,-0.505624783039096,-0.488849925994872,-0.254974985122678,-0.226950132846835,0.0703999876975989,0.224124944210052,-0.676175045967103,-0.647199702262875,-0.594374895095827
