"lon","lat","depth","anom_01","anom_02","anom_03","anom_04","anom_05","anom_06","anom_07","anom_08","anom_09","anom_10","anom_11","anom_12"
-145,50,0,1.18475024700165,1.44060008525848,1.5358999490738,1.06469976902008,0.529600024223332,1.24114975929258,1.33795037269591,1.00839991569515,0.461450672149645,0.79700002670285,0.430349779129036,0.199799990653996
-145,50,1,1.18475024700165,1.44060008525848,1.5358999490738,1.06469976902008,0.529600024223332,1.24114975929258,1.33795037269591,1.00839991569515,0.461450672149645,0.79700002670285,0.430349779129036,0.199799990653996
-145,50,2,1.18475024700165,1.44060008525848,1.5358999490738,1.06469976902008,0.529600024223332,1.24114975929258,1.33795037269591,1.00839991569515,0.461450672149645,0.79700002670285,0.430349779129036,0.199799990653996
-145,50,3,1.18505023002625,1.44035675207773,1.53424661795299,1.06685310522715,0.527950045267745,1.23101978302,1.34217033386229,1.00841654777523,0.462917334238676,0.797236709594694,0.430089763005582,0.19984332720439
-145,50,4,1.18565019607544,1.43987008571624,1.53093995571137,1.0711597776413,0.524650087356571,1.21075983047483,1.35061025619506,1.00844981193538,0.465850658416737,0.797710075378382,0.429569730758673,0.199930000305179
-145,50,5,1.18625016212463,1.43938341935475,1.52763329346975,1.07546645005544,0.521350129445397,1.19049987792967,1.35905017852783,1.00848307609554,0.468783982594798,0.79818344116207,0.429049698511764,0.200016673405968
-145,50,6,1.18685012817383,1.43889675299326,1.52432663122813,1.07977312246958,0.518050171534223,1.17023992538451,1.36749010086059,1.0085163402557,0.47171730677286,0.798656806945758,0.428529666264855,0.200103346506757
-145,50,7,1.18745009422302,1.43841008663177,1.52101996898652,1.08407979488373,0.514750213623049,1.14997997283934,1.37593002319336,1.00854960441585,0.474650630950921,0.799130172729446,0.428009634017946,0.200190019607546
-145,50,8,1.18805006027221,1.43792342027028,1.5177133067449,1.08838646729787,0.511450255711875,1.12972002029418,1.38436994552613,1.00858286857601,0.477583955128982,0.799603538513134,0.427489601771038,0.200276692708335
-145,50,9,1.18865002632141,1.43743675390879,1.51440664450328,1.09269313971202,0.508150297800701,1.10946006774901,1.39280986785889,1.00861613273616,0.480517279307044,0.800076904296822,0.426969569524129,0.200363365809124
-145,50,10,1.1892499923706,1.4369500875473,1.51109998226166,1.09699981212616,0.504850339889527,1.08920011520385,1.40124979019166,1.00864939689632,0.483450603485105,0.80055027008051,0.42644953727722,0.200450038909913
-145,50,11,1.18933001518249,1.43579508781433,1.50352996349335,1.10091483831406,0.505920298099518,1.07416509389877,1.40406485557557,1.05284444332119,0.496500544548035,0.801420245170545,0.426374568939207,0.200975019931794
-145,50,12,1.18941003799438,1.43464008808136,1.49595994472504,1.10482986450195,0.506990256309509,1.05913007259368,1.40687992095949,1.09703948974607,0.509550485610966,0.80229022026058,0.426299600601194,0.201500000953675
-145,50,13,1.18949006080627,1.43348508834839,1.48838992595673,1.10874489068985,0.5080602145195,1.0440950512886,1.4096949863434,1.14123453617094,0.522600426673897,0.803160195350615,0.426224632263181,0.202024981975555
-145,50,14,1.18957008361816,1.43233008861542,1.48081990718842,1.11265991687775,0.509130172729491,1.02906002998352,1.41251005172732,1.18542958259581,0.535650367736827,0.80403017044065,0.426149663925168,0.202549962997436
-145,50,15,1.18965010643005,1.43117508888245,1.47324988842011,1.11657494306565,0.510200130939483,1.01402500867844,1.41532511711123,1.22962462902068,0.548700308799758,0.804900145530685,0.426074695587155,0.203074944019317
-145,50,16,1.18973012924194,1.43002008914947,1.46567986965179,1.12048996925354,0.511270089149474,0.998989987373352,1.41814018249514,1.27381967544556,0.561750249862688,0.80577012062072,0.425999727249142,0.203599925041198
-145,50,17,1.18981015205383,1.4288650894165,1.45810985088348,1.12440499544144,0.512340047359465,0.983954966068269,1.42095524787906,1.31801472187043,0.574800190925619,0.806640095710755,0.425924758911129,0.204124906063079
-145,50,18,1.18989017486572,1.42771008968353,1.45053983211517,1.12832002162934,0.513410005569456,0.968919944763186,1.42377031326297,1.3622097682953,0.587850131988549,0.80751007080079,0.425849790573116,0.204649887084959
-145,50,19,1.18997019767761,1.42655508995056,1.44296981334686,1.13223504781723,0.514479963779447,0.953884923458103,1.42658537864689,1.40640481472018,0.60090007305148,0.808380045890825,0.425774822235103,0.20517486810684
-145,50,20,1.1900502204895,1.42540009021759,1.43539979457855,1.13615007400513,0.515549921989438,0.93884990215302,1.4294004440308,1.45059986114505,0.61395001411441,0.80925002098086,0.42569985389709,0.205699849128721
-145,50,21,1.19155521869659,1.42422008275986,1.43131483078003,1.13829507112503,0.517529911994932,0.888884871006016,1.29530041456226,1.4707048749924,0.662914991378814,0.801665062904381,0.424244828224178,0.205914852619169
-145,50,22,1.19306021690369,1.42304007530212,1.4272298669815,1.14044006824494,0.519509902000426,0.838919839859012,1.16120038509372,1.49080988883975,0.711879968643218,0.794080104827902,0.422789802551266,0.206129856109617
-145,50,23,1.19456521511078,1.42186006784439,1.42314490318298,1.14258506536484,0.521489892005919,0.788954808712009,1.02710035562518,1.5109149026871,0.760844945907622,0.786495146751423,0.421334776878354,0.206344859600065
-145,50,24,1.19607021331787,1.42068006038666,1.41905993938446,1.14473006248474,0.523469882011413,0.738989777565005,0.89300032615664,1.53101991653445,0.809809923172026,0.778910188674944,0.419879751205442,0.206559863090513
-145,50,25,1.19757521152497,1.41950005292893,1.41497497558594,1.14687505960464,0.525449872016907,0.689024746418001,0.7589002966881,1.55112493038179,0.85877490043643,0.771325230598464,0.41842472553253,0.206774866580962
-145,50,26,1.19908020973206,1.41832004547119,1.41089001178741,1.14902005672455,0.527429862022401,0.639059715270997,0.62480026721956,1.57122994422914,0.907739877700834,0.763740272521985,0.416969699859618,0.20698987007141
-145,50,27,1.20058520793915,1.41714003801346,1.40680504798889,1.15116505384445,0.529409852027895,0.589094684123993,0.49070023775102,1.59133495807649,0.956704854965238,0.756155314445506,0.415514674186706,0.207204873561858
-145,50,28,1.20209020614624,1.41596003055573,1.40272008419037,1.15331005096435,0.531389842033388,0.53912965297699,0.35660020828248,1.61143997192384,1.00566983222964,0.748570356369027,0.414059648513794,0.207419877052306
-145,50,29,1.20359520435334,1.41478002309799,1.39863512039184,1.15545504808426,0.533369832038882,0.489164621829986,0.22250017881394,1.63154498577119,1.05463480949405,0.740985398292548,0.412604622840882,0.207634880542754
-145,50,30,1.20510020256043,1.41360001564026,1.39455015659332,1.15760004520416,0.535349822044376,0.439199590682982,0.0884001493454001,1.65164999961854,1.10359978675845,0.733400440216069,0.41114959716797,0.207849884033202
-145,50,31,1.20883516311646,1.41240502119064,1.39068016529083,1.16018502712249,0.536769838333133,0.408409650325774,0.071870131492617,1.54025500774384,0.982854819297813,0.760020413398748,0.402994632720948,0.206799869537353
-145,50,32,1.21257012367249,1.41121002674103,1.38681017398834,1.16277000904083,0.538189854621889,0.377619709968565,0.0553401136398339,1.42886001586915,0.862109851837177,0.786640386581427,0.394839668273926,0.205749855041504
-145,50,33,1.21630508422852,1.41001503229141,1.38294018268585,1.16535499095916,0.539609870910646,0.346829769611357,0.0388100957870508,1.31746502399445,0.74136488437654,0.813260359764107,0.386684703826905,0.204699840545655
-145,50,34,1.22004004478455,1.4088200378418,1.37907019138336,1.1679399728775,0.541029887199402,0.316039829254149,0.0222800779342677,1.20607003211976,0.620619916915904,0.839880332946786,0.378529739379883,0.203649826049806
-145,50,35,1.22377500534058,1.40762504339218,1.37520020008087,1.17052495479583,0.542449903488159,0.28524988889694,0.0057500600814846,1.09467504024506,0.499874949455267,0.866500306129465,0.370374774932861,0.202599811553957
-145,50,36,1.22750996589661,1.40643004894256,1.37133020877838,1.17310993671417,0.543869919776916,0.254459948539732,-0.0107799577712985,0.983280048370369,0.37912998199463,0.893120279312144,0.362219810485839,0.201549797058107
-145,50,37,1.23124492645264,1.40523505449295,1.36746021747589,1.1756949186325,0.545289936065672,0.223670008182524,-0.0273099756240816,0.871885056495674,0.258385014533994,0.919740252494823,0.354064846038817,0.200499782562258
-145,50,38,1.23497988700867,1.40404006004333,1.3635902261734,1.17827990055084,0.546709952354429,0.192880067825316,-0.0438399934768647,0.760490064620978,0.137640047073357,0.946360225677503,0.345909881591796,0.199449768066409
-145,50,39,1.2387148475647,1.40284506559372,1.35972023487091,1.18086488246917,0.548129968643185,0.162090127468107,-0.0603700113296478,0.649095072746283,0.0168950796127205,0.972980198860182,0.337754917144774,0.19839975357056
-145,50,40,1.24244980812073,1.4016500711441,1.35585024356842,1.18344986438751,0.549549984931942,0.131300187110899,-0.0769000291824309,0.537700080871588,-0.103849887847916,0.999600172042861,0.329599952697752,0.197349739074711
-145,50,41,1.24699483156204,1.40334506273269,1.35140023708344,1.18666986465454,0.558294966220853,0.165960183143614,-0.0439050459861732,0.511925039291388,-0.099989929199233,1.01876020908357,0.328090000152587,0.196364743709568
-145,50,42,1.25153985500336,1.40504005432129,1.34695023059845,1.18988986492157,0.567039947509763,0.200620179176329,-0.0109100627899155,0.486149997711187,-0.09612997055055,1.03792024612428,0.326580047607422,0.195379748344424
-145,50,43,1.25608487844467,1.40673504590988,1.34250022411347,1.1931098651886,0.575784928798674,0.235280175209044,0.0220849204063422,0.460374956130987,-0.092270011901867,1.05708028316499,0.325070095062257,0.19439475297928
-145,50,44,1.26062990188599,1.40843003749847,1.33805021762848,1.19632986545563,0.584529910087585,0.269940171241759,0.0550799036025999,0.434599914550787,-0.088410053253184,1.0762403202057,0.323560142517092,0.193409757614137
-145,50,45,1.2651749253273,1.41012502908707,1.3336002111435,1.19954986572266,0.593274891376495,0.304600167274474,0.0880748867988575,0.408824872970587,-0.0845500946045011,1.09540035724642,0.322050189971926,0.192424762248994
-145,50,46,1.26971994876861,1.41182002067566,1.32915020465851,1.20276986598969,0.602019872665406,0.33926016330719,0.121069869995115,0.383049831390386,-0.0806901359558181,1.11456039428713,0.320540237426761,0.19143976688385
-145,50,47,1.27426497220993,1.41351501226425,1.32470019817352,1.20598986625672,0.610764853954317,0.373920159339905,0.154064853191373,0.357274789810186,-0.0768301773071351,1.13372043132784,0.319030284881596,0.190454771518707
-145,50,48,1.27880999565124,1.41521000385284,1.32025019168854,1.20920986652375,0.619509835243228,0.40858015537262,0.187059836387631,0.331499748229986,-0.0729702186584521,1.15288046836855,0.317520332336431,0.189469776153563
-145,50,49,1.28335501909256,1.41690499544144,1.31580018520356,1.21242986679078,0.628254816532138,0.443240151405335,0.220054819583888,0.305724706649785,-0.0691102600097691,1.17204050540926,0.316010379791266,0.18848478078842
-145,50,50,1.28790004253387,1.41859998703003,1.31135017871857,1.21564986705781,0.636999797821049,0.47790014743805,0.253049802780146,0.279949665069585,-0.0652503013610861,1.19120054244997,0.314500427246101,0.187499785423276
-145,50,51,1.29859000444412,1.4177799987793,1.30857018232346,1.21987489700318,0.648654794692997,0.502130146026612,0.285739815235133,0.322019701004033,-0.00566529035568389,1.13321544885637,0.341825389862067,0.191659793853758
-145,50,52,1.30927996635437,1.41696001052857,1.30579018592835,1.22409992694856,0.660309791564945,0.526360144615174,0.318429827690119,0.36408973693848,0.0539197206497183,1.07523035526277,0.369150352478034,0.19581980228424
-145,50,53,1.31996992826461,1.41614002227783,1.30301018953324,1.22832495689393,0.671964788436893,0.550590143203736,0.351119840145106,0.406159772872927,0.113504731655121,1.01724526166917,0.396475315094,0.199979810714722
-145,50,54,1.33065989017486,1.4153200340271,1.30023019313813,1.2325499868393,0.683619785308841,0.574820141792298,0.383809852600093,0.448229808807375,0.173089742660523,0.959260168075572,0.423800277709967,0.204139819145204
-145,50,55,1.34134985208511,1.41450004577637,1.29745019674301,1.23677501678467,0.695274782180789,0.599050140380861,0.41649986505508,0.490299844741823,0.232674753665925,0.901275074481973,0.451125240325933,0.208299827575685
