ASVID,D273,D274,D275,D276,D277,D278,D279,D291,D292,D293,D294,D295,D296,D307,D308,D309,D311,D312,D313,D348,D349,D350,D351,D352,D353,D354,D362,D363,D364,D365,D366,D370,D371,D372,D373,D375,D377,D378,D379,D380,D381,D382,D383,D385,D386,D387,D388,D390,D391,D392,D393,D394,D395,D396,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D439,D440,D441,D442,D443,D444,D445,D453,D454,D455,D456,D457,D458,D459,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511,D512,D513,D514,D515,D516,D517,D518,D519,D520,D521,D522,D531,D532,D534,D535,D537,D538,D540,D541,D542,D543
ea64ae1d6dddc2146105a882229c81bb,11061,4941,9651,2479,746,0,0,5015,13070,1976,19440,6005,26066,3881,11041,3799,0,816,16769,2869,963,8295,7115,4568,2965,13673,5788,2348,9289,0,21548,9841,8867,2299,1052,28037,13899,10521,8482,0,0,0,11292,4235,236,1384,6821,4728,5382,4140,0,0,1960,21492,4478,3429,9019,7066,4127,2833,0,4460,1122,2370,3052,4709,0,6935,10455,4234,6984,5844,0,0,0,2991,8604,10925,6964,1107,865,21960,3421,7354,9054,894,2554,0,0,5497,739,11647,3813,18782,23059,17208,10635,2960,7149,866,0,0,0,5840,4644,6156,1667,0,0,0,3066,1592,3171,0,0,0,9473,1548,3583,0,0,5006,5340,0,0,0,0
fd23e1e412008c1d05d3e7ac8bcfbe24,0,0,0,0,1683,4038,11406,0,0,0,0,230,922,0,43,0,15461,16280,8134,0,0,0,4260,6360,9839,3027,0,0,0,0,0,0,0,13723,12899,199,0,0,0,4458,5634,15007,0,0,0,0,248,0,0,50,15825,10435,23533,933,0,0,0,0,64,0,2099,0,0,0,2349,6031,15609,137,0,0,0,0,307,2860,8613,0,0,0,16456,11051,20266,7781,0,0,0,0,0,0,839,0,0,0,0,2313,794,227,0,0,0,0,0,256,7945,0,0,0,0,0,0,322,0,9,0,3905,7870,10794,8927,0,0,0,0,0,0,0,677,0,0
22aa528401abcb79b9330e8b3ee02254,2758,0,0,8876,0,0,0,14899,74352,13120,2211,0,0,0,0,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4757,11187,6015,0,0,0,0,0,0,0,0,975,0,10209,11880,6097,540,0,0,0,3739,0,0,0,0,0,0,0,0,0,0,0,2586,563,0,3488,0,0,28664,0,0,0,0,14766,0,0,0,0,0,0,6493,0,0,0,0,0,14908,5224,0,0,1712,5986,0,0,0,0,0,0,1410,0,15,0,0,0,0,0,2282,0,0,22317,0,0,0,0,0,0,0,24,23620,0,0
92bd31a3f8f9f3d731845e35c752f93d,4041,3731,3891,325,0,0,0,5290,16768,691,33,14,0,805,649,3110,0,0,0,1082,1331,9067,423,34,0,0,3225,4182,5834,3385,0,1374,2034,94,17,38,2733,3304,3306,0,0,0,7456,15089,2847,0,0,3084,2384,7146,280,25,0,0,3738,3221,1481,817,42,0,0,1144,1151,1464,12,0,0,0,5146,5517,6288,0,0,0,0,232,208,3688,364,0,0,0,5020,4894,2605,1977,283,27,0,395,1144,8988,2768,0,0,0,874,977,1140,534,0,0,0,5380,4719,4232,0,0,0,0,101,367,7110,116,0,0,0,248,2024,37,0,0,0,0,0,0,0
80074deeeabea4b4dcf8e1be9b875035,0,0,0,0,797,2001,5498,0,0,0,0,111,475,0,0,0,7876,8217,4011,0,0,0,2176,3198,4905,1480,0,0,0,0,0,0,0,6759,6641,78,0,0,0,2611,2920,8207,0,0,0,0,76,0,0,0,8604,5364,12506,414,0,0,0,0,17,45,1028,0,0,0,1115,3214,7893,77,0,0,0,0,160,1582,4334,0,0,0,8488,5429,10113,3853,0,0,0,0,0,0,315,0,0,0,0,1145,330,97,0,0,0,0,0,118,4210,0,0,0,0,0,0,115,0,0,0,2155,3837,5811,4518,0,0,0,0,0,0,0,298,0,0
188a0a2cd1a7f9b67ef2d246196639bb,0,0,0,0,612,1610,4340,0,0,0,0,146,435,0,0,0,5472,6084,3075,0,0,0,1631,2492,3670,1158,0,0,0,0,0,0,0,4971,4871,79,0,0,0,1714,1985,5421,0,0,0,0,0,0,0,0,5974,4142,8606,283,8,0,0,0,0,144,764,0,0,0,893,2284,5833,81,0,0,0,0,118,1093,3173,0,0,0,6292,4225,7498,3188,0,0,0,0,0,0,413,0,0,0,0,895,358,121,0,0,0,0,0,0,3083,0,0,0,0,0,0,152,0,0,0,1468,2904,4136,3354,0,0,0,0,0,0,0,318,0,0
7e02ae2e1e404d4e7c6035a6e374d29d,0,0,0,0,0,0,0,0,0,0,0,0,0,91,113,1117,1313,2108,0,1902,66,4796,968,276,72,0,0,0,0,0,0,9,509,447,162,0,0,0,0,0,0,0,0,0,0,0,0,145,0,713,635,214,185,0,0,0,0,0,0,0,0,1985,1343,24162,23476,23346,6657,0,0,0,0,0,0,0,0,91,419,463,1631,2384,3816,0,0,0,0,0,0,0,0,81,40,86,86,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,4580,4726,780,0,0,0,0,0,0,0,0,0,0,0
9edca20763bd11809a3d8f3967db2877,1016,982,1976,0,0,0,0,642,18367,4953,0,74,0,556,518,597,0,0,0,964,525,1085,827,0,0,0,212,321,488,0,0,254,495,0,0,0,2412,1750,2353,0,0,0,0,1050,790,0,0,1845,977,360,0,0,0,0,0,98,1948,799,0,0,0,1176,969,815,0,0,0,0,804,631,817,0,0,0,0,178,154,0,0,0,0,0,1472,1515,1700,1120,0,0,0,1225,1664,1248,1347,0,0,0,1242,1624,2320,1255,0,0,0,1018,842,2297,421,0,0,0,2804,2943,740,0,0,0,0,2197,6795,0,0,1933,738,0,0,0,0
5bf3b429509ca7b31bbce32fa4d77e33,0,0,0,0,0,0,0,0,0,0,0,0,0,4082,5018,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,92,0,0,0,0,0,0,0,0,0,0,0,0,19976,30374,0,0,0,0,0,427,0,617,0,0,0,0,5910,4067,290,0,0,0,0,0,0,0,0,0,0,0,1978,551,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,4521,1382,0,0,0,0,0,793,0,0,0,4715,4161,0,0,0,0
38a1e68923981030900a4744924d4694,626,491,998,0,0,610,781,281,3005,251,367,1081,687,1167,1389,0,0,0,556,2761,1342,349,393,448,421,0,0,0,267,531,0,849,1109,0,0,699,194,178,240,481,594,825,0,0,363,662,206,3389,1673,543,0,294,0,1196,484,455,566,0,505,1041,1215,779,537,494,0,849,872,1111,915,800,795,645,792,0,0,1155,850,1375,306,352,0,439,0,180,632,517,667,729,618,2696,1688,604,353,527,837,621,0,222,167,0,0,0,971,500,328,801,327,567,664,344,1268,1536,821,357,0,0,505,399,0,727,1148,817,436,0,1045,1075,1257
8cf1de80f6c4fb75463e4ec3ee0e36c4,1646,998,402,123,0,117,174,169,1999,0,0,113,122,1646,1250,846,125,120,110,870,1114,268,0,76,99,150,269,187,0,0,0,761,315,86,116,176,305,206,286,0,119,426,1229,2382,154,0,45,2675,1645,506,109,263,142,426,2872,2679,544,564,898,1238,1666,714,701,1929,221,488,447,1099,817,708,669,124,121,0,182,358,318,933,0,0,119,176,862,1554,253,0,129,0,128,829,582,422,143,146,282,3089,744,1005,1278,0,268,182,316,1198,597,413,86,105,131,100,888,920,773,88,118,0,256,494,0,117,106,1506,307,0,94,163,456
40db14c7dc6215a64051a172a8b0fec1,2120,1553,1855,202,0,0,0,2120,5650,137,0,0,0,37,0,60,0,0,0,270,210,335,43,0,0,0,1659,1876,2615,216,0,0,163,0,0,0,2653,1739,1850,0,0,0,753,6573,1454,0,0,74,93,727,425,0,0,0,611,536,272,96,0,0,0,0,0,90,0,0,0,0,3168,2169,3231,0,0,0,0,0,0,58,0,0,0,0,873,1007,1006,419,66,0,0,0,0,0,913,0,0,0,1620,2015,2521,1766,0,0,0,738,513,1811,0,0,0,0,40,0,2891,35,0,0,0,197,835,0,0,0,0,0,0,0,0
38ad6b69be8dda115eb2abd9c0689799,0,0,0,0,0,0,0,0,0,0,468,227,0,0,0,0,0,0,0,0,0,0,0,935,414,442,0,0,0,0,274,0,0,32,77,0,0,0,0,252,0,0,0,0,0,887,193,0,0,0,0,164,160,0,0,0,0,0,926,311,277,0,0,0,32,217,72,0,0,0,0,111,259,307,0,0,0,0,0,75,103,0,0,0,0,0,0,256,0,0,0,0,0,108,244,0,0,0,0,0,202,0,0,0,0,67,1258,6774,17639,9448,0,0,0,0,1169,586,1123,0,0,1444,3013,0,0,0,5809,4676,4885
40e8c344e6b7e0770d8b87fb65b41b9d,0,769,0,0,0,0,0,95,0,0,0,0,0,666,0,1554,0,1226,0,0,1048,1028,829,3054,0,0,0,0,0,299,0,0,2131,205,0,0,1075,0,0,0,0,0,0,7412,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,255,0,0,4393,2058,68,370,0,0,0,0,0,1007,4417,0,0,3193,3532,3656,0,0,0,0,625,1474,193,412,0,0,0,0,0,775,4148,0,0,0,650,1556,0,0,0,0,0,0,0,0
6e9c352dae960305378f7b724a2d05e5,0,0,0,0,313,678,2122,0,0,0,0,0,166,0,0,0,2530,2657,1377,0,0,0,708,1110,1717,510,0,0,0,0,0,0,0,2195,1893,0,0,0,0,737,928,2248,0,0,0,0,0,0,0,0,2428,1777,3675,120,0,0,0,0,0,0,397,0,0,0,323,1007,2443,0,0,0,0,0,0,405,1372,0,0,0,2640,1851,3359,1420,0,0,0,0,0,0,114,0,0,0,0,400,120,23,0,0,0,0,0,148,1226,0,0,0,0,0,0,57,0,0,0,533,1250,1703,1525,0,0,0,0,0,0,0,118,0,0
9e35b181c7e79fd47fe4c8dbc9a77a20,0,0,0,36,993,578,828,0,10,1103,164,272,265,0,0,0,204,96,158,0,0,0,2760,70,0,234,0,0,0,2950,504,0,153,396,575,415,0,0,0,556,474,535,0,0,124,1069,242,0,0,220,7159,1173,389,569,0,0,0,3020,630,970,968,0,0,0,1130,198,238,700,0,0,0,572,555,510,256,0,0,0,302,206,145,219,0,0,0,42,463,265,308,0,0,0,317,541,0,424,0,0,0,0,1313,885,830,0,0,0,0,0,283,0,0,0,0,6347,682,242,457,0,0,0,257,0,0,0,944,859,709
0e6efa480bdccdf4a4cd3674a3eb0b4e,0,0,889,351,501,866,640,0,1208,0,283,533,0,0,365,956,0,0,0,1319,586,669,0,0,0,374,0,0,688,245,729,1366,823,0,274,0,0,510,546,602,665,0,0,0,253,0,0,426,0,0,0,300,0,0,510,681,683,790,634,658,384,697,530,3658,744,1231,1161,812,623,0,0,415,0,790,178,537,0,1554,0,0,0,0,428,362,0,0,375,322,0,0,821,0,504,0,359,0,0,0,0,0,858,863,0,1111,785,332,0,0,0,0,0,0,615,0,609,465,497,899,937,343,571,450,0,0,0,577,610
de83bf37b04b3489f5b9052c29271fe7,0,0,0,0,432,8740,896,0,0,0,836,3129,879,0,0,0,0,416,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,222,0,0,0,810,10043,839,0,0,0,133,598,0,0,0,0,0,39,0,0,0,0,0,2662,4880,2380,0,0,0,0,838,2357,358,0,0,0,0,437,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,683,286,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,415
7e3fa204e95db351839d719215fba508,282,188,214,0,0,0,7,1233,4469,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,473,612,798,509,0,0,82,27,0,0,405,283,332,0,0,0,2767,11976,880,0,0,0,0,528,240,0,0,0,740,674,357,160,0,0,0,0,0,50,0,0,0,0,700,370,596,0,0,0,0,0,0,95,0,0,0,0,105,113,0,284,0,0,0,0,0,0,657,0,0,0,1887,2183,2999,1444,0,0,0,692,450,1246,0,0,0,0,0,0,1209,0,0,0,0,109,397,6,0,0,0,0,0,0,0
a515a6062896d997c5e630b545f3dc12,1038,846,819,283,0,0,0,182,0,0,0,0,0,1146,679,317,0,0,0,1212,1532,347,0,0,0,0,117,147,349,0,0,599,280,0,0,18,577,442,567,0,0,0,148,1906,128,0,0,1734,1646,453,0,0,0,0,1142,1131,773,452,0,0,0,408,478,217,0,0,0,0,562,569,651,0,0,0,0,1050,796,207,63,0,0,0,151,188,504,203,0,0,0,718,655,460,578,0,0,0,266,382,434,257,0,0,0,231,161,0,0,0,0,0,2446,2431,688,0,0,0,0,608,916,0,0,1489,300,0,0,0,0
82532ab80dce78c32eefcbbe2f2630dd,0,0,0,0,74,0,0,0,0,7832,160,0,0,0,0,0,53,0,0,0,0,0,880,2731,0,0,0,0,0,4968,214,0,0,357,124,0,0,0,0,420,68,0,0,0,444,3893,12,0,0,0,0,106,0,0,0,0,0,0,130,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,120,38,0,0,0,0,0,213,0,0,0,0,0,0,917,8691,336,0,0,0,492,0,1419,40,0,0,480,1374,0,0,0,0,2393,247
c529a4a962129f8180ba85ac24ed85de,298,110,643,94,0,35,41,0,185,81,0,0,0,208,501,394,70,44,158,1756,134,134,65,14,29,30,459,426,137,334,44,7322,3487,167,868,759,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,48,0,0,0,309,178,0,0,0,0,0,115,57,139,0,0,0,0,2732,7485,866,101,0,0,0,31,63,84,0,0,26,0,131,223,0,167,0,0,0,290,451,372,0,0,0,0,184,106,332,0,0,0,0,1532,1668,54,0,0,12,0,0,56,34,0,0,0,0,0,0,0
b70728739981fa5153c9a1dea8c491ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2729,0,0,81,0,0,14923,0,0,0,0,19261,0,0,0,0
448aacca199006dee4f9dfc0d1471961,213,77,463,238,0,0,0,238,2440,280,0,0,0,0,0,621,0,163,59,0,0,153,2917,0,413,0,0,0,0,1845,0,33,0,0,58,0,0,0,0,0,0,0,0,0,333,289,0,0,158,121,64,0,0,0,0,0,273,70,458,48,0,730,566,915,304,61,0,0,437,349,780,248,164,0,0,13,349,1609,939,928,71,0,0,606,794,176,283,2028,0,0,0,1053,2772,1087,600,322,186,421,528,260,0,0,0,0,96,551,0,0,0,0,0,30,624,582,0,0,0,0,1501,0,158,0,0,0,291,233,0
213782d871e7988943bf278c3191f221,0,285,323,0,512,466,195,189,1245,143,298,0,0,0,0,0,0,0,0,130,156,95,212,1189,278,0,75,73,0,286,576,183,168,102,508,0,206,136,259,597,326,223,339,2225,399,390,0,171,152,246,168,961,679,0,366,331,104,225,250,481,0,133,135,0,0,559,292,0,210,198,254,81,273,335,0,0,0,169,0,108,108,0,0,464,417,153,410,259,286,248,174,191,260,364,1022,0,184,224,346,0,206,297,310,430,315,366,317,793,755,0,174,294,614,826,577,452,0,412,213,544,226,108,0,0,645,503,114
1055f0aef4bb8bf36046df6def6df77a,0,0,0,33,1310,341,0,0,0,37,372,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,189,0,0,0,0,0,0,0,0,120,0,0,0,0,5109,6900,66,0,0,0,1257,1485,133,0,0,0,0,0,1520,3150,0,0,0,0,91,173,101,0,0,0,0,455,1397,241,0,0,0,0,514,123,309,0,0,0,0,0,329,5897,172,0,0,0,0,202,310,38,0,0,0,0,354,124,0,0,0,0,0,0,0,0,0,0,0,128,593,0,0,0,0,97,202,0,0,0,57,0,0
52719efb12230595366f1ea6f76da036,0,0,0,0,205,837,2001,0,0,0,305,484,884,0,0,0,0,0,966,0,0,0,0,59,167,448,0,0,0,0,288,0,0,0,0,2429,18,0,58,105,782,446,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,122,3127,1380,0,0,0,0,0,0,413,0,0,48,0,291,84,243,0,0,0,0,0,0,375,0,0,36,0,0,324,1073,0,0,0,0,0,0,533,427,106,58,79,627,421,2235,0,0,0,1358,4953,2615,920,0,0,0,0,0,0,451,0,0,125,515,0,0,0,0,0,473
148a14417a3e4481c0483b0734a842ce,432,301,232,0,0,38,44,2652,1308,179,117,81,38,346,274,0,29,39,163,965,805,956,116,0,0,68,1158,817,3522,450,38,247,93,0,73,66,0,18,18,0,0,0,0,33,78,34,0,165,70,69,0,0,0,0,299,493,52,34,28,35,0,1002,581,0,0,5,0,0,175,205,298,0,0,0,0,684,702,54,36,0,0,0,1335,1363,1528,211,202,198,152,1084,2017,676,77,0,73,48,60,86,53,0,0,0,0,323,68,971,0,0,0,0,292,223,33,18,0,0,0,281,307,70,51,611,361,0,0,41,62
dcf2702a35079bd4502ae5dd13f6c9fc,0,0,0,50,1707,592,0,0,0,1916,106,0,0,0,0,0,518,105,0,0,0,0,0,124,0,0,0,0,0,261,263,0,0,151,0,0,0,0,0,102,0,0,0,0,512,1621,0,0,0,0,322,147,0,0,0,0,0,862,17565,1409,0,0,0,68,290,1260,0,0,0,0,0,234,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,99,0,0,0,0,0,0,0
39392bbb9626a64e6663c05b70293e7c,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1747,0,0,0,0,0,1797,78,4329,0,0,0,0,0,0,0,0,0,0,0,5270,0,0,0,0,0,0,571,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8243,0,0,0,0,0,0,0,0,0,0,4894,0,0,0,0,0
9c388694fcc0589ba70b48740ac4881c,0,0,0,689,221,482,352,0,832,913,216,1698,588,0,0,0,248,0,2561,0,0,0,765,810,610,2554,0,0,0,493,1827,0,1314,617,0,197,422,105,339,83,0,0,0,0,512,1063,186,0,0,0,146,203,110,925,0,0,0,0,0,0,0,0,0,0,0,0,318,1389,0,0,0,1573,161,148,0,0,0,0,0,174,0,104,0,0,0,0,0,204,384,0,0,0,170,261,0,456,190,113,0,0,0,0,0,0,0,0,238,0,0,0,0,0,348,0,355,488,1116,0,0,191,0,0,0,0,0,176,852
008c4bb09ae4bfcfbf1eb00cfb7463f5,832,669,969,0,499,0,145,470,794,401,698,0,0,0,234,0,0,0,0,0,0,0,289,454,196,0,194,253,0,142,0,0,0,0,190,234,810,567,553,210,0,192,0,525,487,360,198,357,391,470,0,0,0,0,955,845,165,251,588,1194,629,0,0,0,0,0,0,574,0,282,0,338,191,0,0,0,0,0,0,0,0,0,415,425,0,247,296,438,1020,0,0,431,231,452,364,285,675,380,456,479,0,0,0,597,362,387,331,0,0,0,239,296,286,178,0,0,0,0,0,341,679,229,0,0,514,0,413
7228f266f04a46bfb85ea74e73546004,157,547,769,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,54,0,167,0,0,0,0,0,0,0,0,0,538,0,0,0,0,646,0,508,0,0,0,1960,117,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14101,804,0,0,604,0,0,0,1709,31,760,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0
83a62235f350d19cd37c04c9bfca83ec,0,0,0,252,0,0,0,47,0,0,0,1049,0,0,0,0,0,0,0,0,0,169,1166,0,0,0,0,0,0,463,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,278,0,0,168,43,107,0,412,0,0,0,0,488,646,0,201,0,0,0,1331,2064,0,94,0,0,0,0,6774,999,1311,3373,0,165,401,0,0,1566,0,0,0,0,1674,0,0,0,0,0,699,0,0,0,0,0,0,2760,0,0,0,0,15,0,0
241c76635a8191649c1b7b2ec64e080c,0,0,0,0,65,0,0,0,21439,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,299,0,171,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,67,0,0,0,0,0,0,0,0,0,0,152,3758,1388,333,0,0,0,42,0,0,0,0,0,0,0
23156b999d7684f0b44bdfbbbda3487c,204,229,278,0,0,0,0,3747,681,0,0,0,0,147,128,0,0,0,0,988,1251,205,0,0,0,0,2583,3340,1951,0,0,155,0,0,0,0,185,121,128,0,0,0,388,760,107,0,0,1204,559,0,0,0,0,0,512,424,199,0,0,0,0,75,52,0,0,0,0,0,61,47,101,0,0,0,0,131,165,0,0,0,0,0,1737,1196,639,12,0,0,0,785,1264,285,0,0,0,0,14,0,13,0,0,0,0,30,0,0,0,0,0,0,437,705,0,0,0,0,0,80,518,0,0,0,0,0,0,0,0
55d07295b9da5c690545cbbb6d652a49,745,568,1085,218,68,122,70,702,4424,407,0,21,0,382,306,467,0,0,0,261,0,302,126,177,43,0,1316,1883,1173,764,0,231,0,0,0,0,452,387,443,0,0,0,84,106,77,204,0,188,181,0,0,13,0,0,470,645,393,0,0,0,0,0,0,0,0,0,0,0,475,245,294,0,0,0,0,957,1100,204,0,0,0,0,176,254,243,116,0,31,36,278,690,428,76,0,0,0,103,211,236,0,0,0,0,149,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
2d267b9634e394fc577a40288d17c176,155,142,210,53,203,99,59,78,64,17,0,0,0,502,445,513,0,7,0,383,603,505,0,0,0,0,677,771,209,16,27,810,66,0,0,40,330,241,242,205,45,34,151,172,97,44,0,2092,768,42,0,0,0,0,91,94,716,103,32,72,12,89,0,366,1107,47,0,0,159,95,153,100,38,62,0,159,136,142,111,102,0,0,1065,736,590,225,129,31,0,464,340,558,313,1186,546,0,148,216,240,117,79,77,61,0,0,0,0,0,0,0,1721,2158,0,0,0,0,0,360,55,24,0,369,0,0,24,0,0
795973b8d89862aeb9536c41b906b2fa,0,0,0,0,225,188,0,0,0,443,248,0,122,0,0,0,86,81,0,0,0,0,71,452,60,0,0,0,0,2667,1445,0,0,0,199,358,0,0,0,135,361,92,0,0,1390,1047,0,0,0,0,333,223,667,864,0,0,0,666,466,447,0,0,0,279,323,459,88,359,0,0,0,526,870,281,0,0,0,0,382,212,139,0,0,0,0,601,905,1000,114,0,0,0,660,163,147,0,0,0,0,0,449,0,0,0,0,130,358,194,299,0,0,0,0,0,284,154,0,0,0,2956,823,0,0,0,0,0,0
498ce981b898cf4976176ae667a80e71,0,0,0,0,0,1731,573,0,0,0,437,1725,676,0,0,0,0,0,0,0,0,0,0,0,0,3790,0,0,0,0,438,0,0,0,0,670,0,0,0,3905,4744,956,0,0,0,594,0,0,0,0,0,0,0,399,0,0,0,0,0,0,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,1010,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,460,0,0,0,0,169,555
99ba81c88f63f83daf290add3918d38b,511,497,595,0,0,0,0,172,755,148,0,0,0,0,0,41,0,0,0,0,0,532,94,0,0,0,413,572,653,718,0,0,44,54,0,0,1917,1418,1361,0,0,0,939,3113,777,0,0,0,0,303,88,0,0,0,267,257,498,155,0,0,0,0,0,0,0,0,0,0,178,122,153,0,0,0,0,749,733,133,52,0,0,0,743,790,619,196,60,0,0,53,122,471,515,0,0,0,191,208,253,144,0,0,0,0,0,0,0,0,0,0,0,0,384,94,0,0,0,229,845,0,0,254,98,0,0,0,0
2989f5043374984685a0d71bb2292967,0,0,0,0,0,0,0,0,0,0,724,0,0,168,282,0,0,0,0,0,0,0,0,380,0,0,0,0,1729,502,0,716,0,0,680,0,309,0,298,0,0,0,0,540,0,0,0,2151,789,269,0,588,0,902,0,0,0,0,2171,1129,0,0,0,0,0,349,0,0,460,337,557,0,0,0,0,0,0,0,0,267,0,0,0,354,0,0,0,0,0,0,0,0,0,0,1064,0,690,807,926,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,1900,532,0,0,0,333,0,0
a377451f755f831fe6f9981f7a318965,0,0,0,160,162,83,608,0,0,373,595,1166,0,0,0,0,0,36,463,0,0,0,78,760,144,128,0,0,0,85,742,0,0,27,101,191,0,0,43,633,404,0,0,0,0,390,99,0,0,0,0,255,96,579,0,0,0,84,50,1255,375,0,0,0,0,220,283,572,0,0,0,242,47,821,45,0,0,0,0,0,487,0,0,0,0,0,88,700,753,0,0,0,0,90,968,906,0,0,0,0,2349,214,345,0,0,0,0,318,520,87,0,0,0,50,19,220,0,0,0,616,1390,0,0,0,254,951,54
5290d1828d35d250981f58e6e1dc4fe0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,215,0,0,0,0,114,3530,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,920,33,0,0,506,3118,35,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,196,542,0,0,0,0,0,0,395,0,0,0,0,0,516,818,1262,455,0,0,0,0,35,0,0,0,0,0,1890,6426,710,0,0,0,0,627,74,38,0,0,0,0,0,0,0
3669fa9e83322b95d3f6784b6bb328bd,646,414,338,0,0,0,0,195,583,118,125,0,0,68,72,330,0,0,0,138,225,528,46,89,0,0,170,206,587,114,0,89,417,36,0,0,439,354,505,0,0,0,136,889,286,162,0,0,151,1028,0,0,41,0,605,549,199,26,0,0,0,0,0,85,0,0,0,0,927,591,658,85,0,0,0,0,0,155,0,0,0,0,769,275,287,0,49,0,0,0,584,562,134,0,0,0,418,450,719,431,0,0,0,2447,820,300,0,0,0,0,72,196,933,29,0,0,0,493,81,109,0,0,0,0,0,41,0
0be2bc9d69eb7baad826d34825f55c66,0,12409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,784,0,0,0,121,4556,1905,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
