source_file,date,depth_dbar,temperature_C,month
5903274_Sprof.nc,2011-10-08 16:43:50.998992896,50,6.870542438701425,2011-10
5903274_Sprof.nc,2011-10-08 16:43:50.998992896,300,4.116000175476074,2011-10
5903274_Sprof.nc,2011-10-08 16:43:50.998992896,500,3.9419349865347613,2011-10
5903274_Sprof.nc,2011-10-13 21:36:59.998743296,50,5.704029830665604,2011-10
5903274_Sprof.nc,2011-10-13 21:36:59.998743296,300,4.243790099106263,2011-10
5903274_Sprof.nc,2011-10-13 21:36:59.998743296,500,3.9501550352288177,2011-10
5903274_Sprof.nc,2011-10-19 01:26:50.999861760,50,7.720250052610985,2011-10
5903274_Sprof.nc,2011-10-19 01:26:50.999861760,300,4.25974021316506,2011-10
5903274_Sprof.nc,2011-10-19 01:26:50.999861760,500,3.9410800208279397,2011-10
5903274_Sprof.nc,2011-10-24 05:45:37.998958848,50,6.335805036373131,2011-10
5903274_Sprof.nc,2011-10-24 05:45:37.998958848,300,4.253335115470691,2011-10
5903274_Sprof.nc,2011-10-24 05:45:37.998958848,500,3.9420349217325565,2011-10
5903274_Sprof.nc,2011-10-29 10:17:30.999358976,50,6.2481676981179035,2011-10
5903274_Sprof.nc,2011-10-29 10:17:30.999358976,300,4.196280077667325,2011-10
5903274_Sprof.nc,2011-10-29 10:17:30.999358976,500,3.935279988021648,2011-10
5903274_Sprof.nc,2011-11-03 14:37:59.997829376,50,8.698494849842257,2011-11
5903274_Sprof.nc,2011-11-03 14:37:59.997829376,300,4.157380160446337,2011-11
5903274_Sprof.nc,2011-11-03 14:37:59.997829376,500,3.9692599384688947,2011-11
5903274_Sprof.nc,2011-11-08 19:43:38.000795648,50,8.521579373747675,2011-11
5903274_Sprof.nc,2011-11-08 19:43:38.000795648,300,4.190499901771545,2011-11
5903274_Sprof.nc,2011-11-08 19:43:38.000795648,500,3.917750060558319,2011-11
5903274_Sprof.nc,2011-11-13 23:58:39.997211392,50,8.12399959564209,2011-11
5903274_Sprof.nc,2011-11-13 23:58:39.997211392,300,4.335919929580996,2011-11
5903274_Sprof.nc,2011-11-13 23:58:39.997211392,500,3.968460119285737,2011-11
5903274_Sprof.nc,2011-11-19 04:38:56.999699712,50,7.372225201511355,2011-11
5903274_Sprof.nc,2011-11-19 04:38:56.999699712,300,4.258099865342956,2011-11
5903274_Sprof.nc,2011-11-19 04:38:56.999699712,500,3.8956750039578765,2011-11
5903274_Sprof.nc,2011-11-24 09:04:06.000196864,50,7.040999889373779,2011-11
5903274_Sprof.nc,2011-11-24 09:04:06.000196864,300,4.157684801044525,2011-11
5903274_Sprof.nc,2011-11-24 09:04:06.000196864,500,3.8690700425431714,2011-11
5903274_Sprof.nc,2011-11-29 14:22:12.998654464,50,6.8542050766182,2011-11
5903274_Sprof.nc,2011-11-29 14:22:12.998654464,300,4.284384886494081,2011-11
5903274_Sprof.nc,2011-11-29 14:22:12.998654464,500,3.909409942712955,2011-11
5903274_Sprof.nc,2011-12-04 18:53:01.999394816,50,6.7729997634887695,2011-12
5903274_Sprof.nc,2011-12-04 18:53:01.999394816,300,4.252924709988292,2011-12
5903274_Sprof.nc,2011-12-04 18:53:01.999394816,500,3.932024946785532,2011-12
5903274_Sprof.nc,2011-12-09 23:42:35.998421760,50,6.72599983215332,2011-12
